#---------------------------------------------------------------------------------------------------------------
#     NAME                    P0                                     P1                               P1_I
#                             (s)
#---------------------------------------------------------------------------------------------------------------
1186  J1823-1126   hfs+04     1.8465342015             3  hfs+04     3.652E-14         11  hfs+04     *
1187  J1823-1347   mhl+02     0.61710720555           12  mhl+02     9.60E-15           3  mhl+02     *
1188  J1823-1526   hfs+04     1.62540547240           16  hfs+04     4.52E-15           3  hfs+04     *
1189  J1823-1807   mhl+02     1.63679245172           17  mhl+02     2.8E-16            4  mhl+02     *
1190  B1820-30A    bbl+94     0.0054400041632727      31  lfrj12     3.3750E-18        20  lfrj12     *

1191  B1820-30B    bbl+94     0.3785964921974         27  lfrj12     2.99E-17          14  lfrj12     *
1192  J1823-3021C  cha03      0.4059359629899         53  lfrj12     2.240E-16         25  lfrj12     *
1193  B1820-31     mlt+78     0.284054344967           5  hlk+04     2.92704E-15        4  hlk+04     *
1194  J1824-0127   lfl+06     2.49946826743           11  lfl+06     3.911E-15         11  lfl+06     *
1195  B1821-11     cl86       0.435759033311          18  hlk+04     3.55447E-15       14  hlk+04     *

1196  J1824-1159   mhl+02     0.362492078224           8  mhl+02     5.3793E-15        20  mhl+02     *
1197  J1824-1350   ncb+15     1.39659854604            4  ncb+15     607E-18            7  ncb+15     *
1198  J1824-1423   mhl+02     0.359394162457           6  mhl+02     3.923E-16         19  mhl+02     *
1199  J1824-1500   hfs+04     0.41222995857            6  hfs+04     7.58E-16          11  hfs+04     *
1200  B1821-19     mlt+78     0.189334989945          15  hlk+04     5.23126E-15       11  hlk+04     5.21e-15

1201  J1824-2233   lfl+06     1.16174310971            3  lfl+06     3.01E-16           3  lfl+06     *
1202  J1824-2328   lfl+06     1.50587455169            3  lfl+06     1.740E-15          3  lfl+06     *
1203  B1821-24A    lbm+87     0.0030543155922712       3  rhc+15     1.618836E-18       7  rhc+15     *
1204  J1824-2537   ebvb01     0.223320267185           3  jbo+09     0.44016E-15        8  jbo+09     *
1205  B1822+00     dtws85     0.778949400076           5  hlk+04     8.7616E-16         5  hlk+04     *

1206  B1822-09     dls72      0.769005855083          12  ywml10     5.25018E-14       12  ywml10     5.25e-14
1207  J1825-1108   ncb+15     1.9258717727             8  ncb+15     1900E-18         600  ncb+15     *
1208  B1822-14     cl86       0.279186875177           5  hlk+04     2.267839E-14       4  hlk+04     *
1209  B1823-11     cl86       2.093136309720          14  hlk+04     4.91034E-15       14  hlk+04     *
1210  B1823-13     cl86       0.1014867942076          3  ywml10     7.5251738E-14     10  ywml10     7.53e-14

1211  J1826-1526   mhl+02     0.382072812116          17  mhl+02     1.085E-15          8  mhl+02     *
1212  J1827-0750   lfl+06     0.270502039371           3  lfl+06     1.5446E-15         8  lfl+06     *
1213  J1827-0934   mhl+02     0.512547817784          16  mhl+02     7.227E-15          4  mhl+02     *
1214  B1824-10     cl86       0.2457571181423         19  hlk+04     1.002318E-15      11  hlk+04     *
1215  J1828-0611   hfs+04     0.269414732063           3  hfs+04     1.4595E-15         3  hfs+04     *

1216  J1828-1007   hfs+04     0.1531969792414         15  hfs+04     6.1339E-16        12  hfs+04     *
1217  J1828-1057   hfs+04     0.246327587410          12  hfs+04     2.07007E-14       19  hfs+04     *
1218  J1828-1101   mhl+02     0.072051632709           3  mhl+02     1.480952E-14      10  mhl+02     *
1219  J1828-1336   mhl+02     0.86033211599            7  mhl+02     9.95E-16          15  mhl+02     *
1220  J1828+1359   naf03      0.741639520385           8  naf03      0.7286E-15         2  naf03      *

1221  J1828-2119   lfl+06     0.514523069504          14  lfl+06     1.2668E-15        14  lfl+06     *
1222  J1829+0000   lfl+06     0.199147397053           8  lfl+06     5.249E-16          8  lfl+06     *
1223  J1829-0734   kbm+03     0.318400873408          18  kbm+03     4.789E-15          9  kbm+03     *
1224  J1829-1011   ncb+15     0.82916602078           16  ncb+15     -5E-18            39  ncb+15     *
1225  B1826-17     dls72      0.307132975823           5  hlk+04     5.55174E-15        5  hlk+04     5.46e-15

1226  J1830-0052   lfl+06     0.34569803402            5  lfl+06     2.37E-16           8  lfl+06     *
1227  J1830-0131   lfl+06     0.457535874029          11  bbb+12     6.3181E-15        11  bbb+12     *
1228  B1828-11     cjlm87     0.405043321630          12  hlk+04     6.002513E-14       9  hlk+04     *
1229  J1830-1135   mhl+02     6.2215526663            16  mhl+02     4.775E-14          6  mhl+02     *
1230  J1830-1313   kel+09     0.74718766820            8  kel+09     1.714E-15         17  kel+09     *

1231  J1830-1414   lfl+06     0.77149252038            6  lfl+06     7.6E-17           11  lfl+06     *
1232  J1831-0823   hfs+04     0.612132963973          15  hfs+04     3.091E-16         12  hfs+04     *
1233  J1831-0952   lfl+06     0.0672668461152         14  lfl+06     8.32385E-15        3  lfl+06     *
1234  J1831-1223   mhl+02     2.8579410013             6  mhl+02     5.5E-15            3  mhl+02     *
1235  J1831-1329   mhl+02     2.1656793503             3  mhl+02     2.99E-15           6  mhl+02     *

1236  J1831-1423   hfs+04     0.507945195243          13  hfs+04     1.0947E-15        11  hfs+04     *
1237  J1832+0029   lfl+06     0.533917296              6  lfl+06     1.51E-15          20  lfl+06     *
1238  J1832-0644   mhl+02     0.74429541939            5  mhl+02     3.7089E-14        17  mhl+02     *
1239  B1829-08     cl86       0.64729271838            3  hlk+04     6.38793E-14        3  hlk+04     6.39e-14
1240  J1832-0836   bbb+13     0.0027191120623197       3  bbb+13     8.62E-21           5  bbb+13     *

1241  B1829-10     cl86       0.330354089443           5  hlk+04     4.20203E-15        5  hlk+04     *
1242  J1833-0209   ncb+15     0.291930632181           4  ncb+15     2754.8E-18         7  ncb+15     *
1243  B1831-03     dls72      0.68670444412            4  hlk+04     4.15653E-14        3  hlk+04     *
1244  J1833-0556   hfs+04     1.5215451697             4  hfs+04     1.28E-15           5  hfs+04     *
1245  J1833-0559   mhl+02     0.48345888008            5  mhl+02     1.235E-14          3  mhl+02     *

1246  B1830-08     cl86       0.0852842512617          5  hlk+04     9.170719E-15       3  hlk+04     9.17e-15
1247  J1833-1034   gmga05     0.06188365001063        12  rgl12      2.02014996E-13     4  rgl12      *
1248  J1833-1055   mhl+02     0.63364029817            3  mhl+02     5.27E-16           4  mhl+02     *
1249  B1828-60     mlt+78     1.8894355004            17  nmc81      2.7E-16            8  nmc81      *
1250  J1834-0031   lfl+06     0.329531922488           6  lfl+06     4.486E-16          6  lfl+06     *

1251  B1831-04     dls73      0.2901081932010          7  hlk+04     7.1947E-17         6  hlk+04     *
1252  J1834-0602   mhl+02     0.48791359170            3  mhl+02     1.828E-15         10  mhl+02     *
1253  J1834-0633   hfs+04     0.31731488279            7  hfs+04     6.0E-16            4  hfs+04     *
1254  J1834-0731   hfs+04     0.51297990872            4  hfs+04     5.820E-14          3  hfs+04     *
1255  J1834-0742   hfs+04     0.788353566535          19  hfs+04     3.24702E-14        9  hfs+04     *

1256  J1834-0812   bjl+11     0.4911415563             2  bjl+11     9.96E-15           7  bjl+11     *
1257  J1834-1202   hfs+04     0.610258781957          12  hfs+04     6.7E-18            3  hfs+04     *
1258  J1834-1710   kbm+03     0.358306049291           6  kbm+03     4.69E-17          12  kbm+03     *
1259  J1834-1855   lfl+06     1.46565577133            7  lfl+06     1.931E-15          9  lfl+06     *
1260  J1835-0349   lfl+06     0.84186451859            4  lfl+06     3.058E-15          4  lfl+06     *

1261  J1835-0522   hfs+04     1.08774918841            8  hfs+04     4.7E-16            4  hfs+04     *
1262  B1832-06     cl86       0.305830097712          17  hlk+04     4.045598E-14      15  hlk+04     *
1263  J1835-0924   mhl+02     0.8591920352             3  mhl+02     2.139E-14          9  mhl+02     *
1264  J1835-09242  ncb+15     0.235248924972           4  ncb+15     11.84E-18          3  ncb+15     *
1265  J1835-0928   ncb+15     0.62173399423            3  ncb+15     969E-18            2  ncb+15     *

1266  J1835-0944   lfl+06     0.145346822521          15  lfl+06     4.390E-15         13  lfl+06     *
1267  J1835-0946   lfl+06     0.37953610601            5  lfl+06     4.3E-17           31  lfl+06     *
1268  J1835-1020   mhl+02     0.302448108644           5  mhl+02     5.9187E-15        11  mhl+02     *
1269  J1835-1106   mld+96     0.1659069781495          2  dsb+98     2.0610608E-14      8  dsb+98     2.06e-14
1270  J1835-1548   lfl+06     0.67048566238            9  lfl+06     1.740E-15         14  lfl+06     *

1271  B1834-04     cl86       0.354236507718           6  hlk+04     1.66095E-15        4  hlk+04     1.66e-15
1272  J1836-0517   hfs+04     0.45724503044            3  hfs+04     1.3019E-15        11  hfs+04     *
1273  B1834-10     mlt+78     0.56271073614            3  hlk+04     1.179902E-14      16  hlk+04     1.18e-14
1274  J1836-1324   lfl+06     0.1787563517731         16  lfl+06     1.0366E-15        10  lfl+06     *
1275  J1836-2354B  lrfs11     0.003232273969155        4  lrfs11     -4.8E-22           6  lrfs11     *

1276  J1837-0045   mld+96     0.617036695541           6  hlk+04     1.68451E-15        7  hlk+04     *
1277  J1837+0053   lfl+06     0.47351252978            4  lfl+06     3.8E-17            4  lfl+06     *
1278  J1837-0559   mhl+02     0.201062574029           5  mhl+02     3.3048E-15        13  mhl+02     *
1279  J1837-0604   dkm+01     0.09629420774            3  mhl+02     45.1724E-15        8  mhl+02     *
1280  B1834-06     cl86       1.90580870607            3  hlk+04     7.7204E-16        19  hlk+04     *

1281  J1837+1221   ebvb01     1.96353198352           12  ebvb01     6.200E-15         16  ebvb01     *
1282  J1837-1243   mhl+02     1.87601852435           11  mhl+02     3.651E-14          3  mhl+02     *
1283  J1837-1837   ebvb01     0.618357697387          16  ebvb01     5.4950E-15        12  ebvb01     *
1284  J1838-0107   ncb+15     0.4444257246169         17  ncb+15     5.46E-18          15  ncb+15     *
1285  J1838-0453   mhl+02     0.38083077683            3  mhl+02     1.15660E-13        8  mhl+02     *

1286  J1838-0549   hfs+04     0.235303200419          10  hfs+04     3.3429E-14         6  hfs+04     *
1287  J1838-0624   hfs+04     0.92717774151            5  hfs+04     7.7E-17            4  hfs+04     *
1288  J1838-1046   mhl+02     1.21835359632            8  mhl+02     3.080E-15         18  mhl+02     *
1289  J1838+1650   lxf+05     1.90196739931            1  lxf+05     2.677E-15          1  lxf+05     *
1290  J1838-1849   kek+13     0.48824200896            3  kek+13     0.04E-15           1  kek+13     *

1291  J1839-0223   ncb+15     1.26679012424            5  ncb+15     4763E-18           6  ncb+15     *
1292  J1839-0321   mhl+02     0.238777817900           9  mhl+02     1.2520E-14         3  mhl+02     *
1293  J1839-0332   ncb+15     2.67568226451            6  ncb+15     4760E-18           6  ncb+15     *
1294  J1839-0402   mhl+02     0.520939679547          17  mhl+02     7.694E-15          5  mhl+02     *
1295  J1839-0436   lfl+06     0.149460655762           3  lfl+06     8.096E-16          3  lfl+06     *

1296  J1839-0459   mhl+02     0.58531903782            3  mhl+02     3.308E-15          5  mhl+02     *
1297  J1839-0627   mhl+02     0.48491367908            4  mhl+02     1.32E-16          17  mhl+02     *
1298  J1839-0643   mhl+02     0.449548149848          15  mhl+02     3.638E-15          7  mhl+02     *
1299  J1839-0905   hfs+04     0.418968843399          16  hfs+04     2.6033E-14         3  hfs+04     *
1300  J1839-1238   lfl+06     1.91142802251            5  lfl+06     4.947E-15          4  lfl+06     *

1301  J1839+15     sjm+12     0.54916053388            8  sjm+12     2.613E-14          6  sjm+12     *
1302  J1840+0214   lfl+06     0.79747807530            4  lfl+06     8.294E-15          7  lfl+06     *
1303  J1840-0559   hfs+04     0.85936846681            5  hfs+04     9.602E-15          9  hfs+04     *
1304  J1840-0626   kel+09     1.8933526999             4  kel+09     23.03E-15          7  kel+09     *
1305  J1840-0753   eklk13     0.4378690017             2  eklk13     0.10E-15           6  eklk13     *

1306  J1840-0809   hfs+04     0.955672135909           8  hfs+04     2.3510E-15         5  hfs+04     *
1307  J1840-0815   hfs+04     1.096439972228          14  hfs+04     2.4151E-15         9  hfs+04     *
1308  J1840-0840   lfl+06     5.3093766847            20  lfl+06     2.37E-14          12  lfl+06     *
1309  J1840-1122   hfs+04     0.94096161661            4  hfs+04     6.409E-15          6  hfs+04     *
1310  J1840-1207   lfl+06     0.754470427192           6  lfl+06     3.1972E-15         6  lfl+06     *

1311  B1839+56     skk+80     1.6528618528869         20  hlk+04     1.494818E-15      14  hlk+04     1.48e-15
1312  J1841-0157   hfs+04     0.663321097981           9  hfs+04     1.80768E-14        5  hfs+04     *
1313  J1841-0310   hfs+04     1.6576564582             4  hfs+04     3.35E-16           9  hfs+04     *
1314  J1841-0345   lkm+00     0.204068115056          17  mhl+02     5.7872E-14         3  mhl+02     *
1315  B1838-04     cl86       0.1861488579563          4  ywml10     6.392881E-15      18  ywml10     6.39e-15

1316  J1841-0500   crc+12     0.91291419632           17  crc+12     3.475E-14         17  crc+12     *
1317  J1841-0524   hfs+04     0.44574893108            3  hfs+04     2.33724E-13       10  hfs+04     *
1318  B1839+09     mlt+78     0.381319294128           3  hlk+04     1.090344E-15      11  hlk+04     *
1319  J1841-1404   lfl+06     1.3345572305             8  lfl+06     6.4E-16           18  lfl+06     *
1320  J1841-7845   jbo+09     0.3536025329             4  jbo+09     0.16E-15           7  jbo+09     *

1321  J1842-0153   mhl+02     1.05422825038            3  mhl+02     6.722E-15          4  mhl+02     *
1322  J1842+0257   lfl+06     3.08825579295           13  lfl+06     2.9591E-14        12  lfl+06     *
1323  J1842-0309   hfs+04     0.40491964372            3  hfs+04     4.518E-15          4  hfs+04     *
1324  J1842+0358   lfl+06     0.233326206679           3  lfl+06     8.115E-16          3  lfl+06     *
1325  B1839-04     cl86       1.839944315159          14  hlk+04     5.0876E-16        11  hlk+04     *
